22	10	1																				
0.221260147	0.727321115	0.900777153	0.114068366	0.403542795	0.822106537	0.241458155	0.493225458	0.149775134	0.812840791	0.172068165	0.987691754	0.814580278	0.13209015	0.32881177	0.649388353	0.636851222	0.804390482	0.276068753	0.018003062	0.65015483	0.523066411	0.709246387
0.101493317	0.877138545	0.33249274	0.812027948	0.653462078	0.843617393	0.776512452	0.312955814	0.996877569	0.749156293	0.331742123	0.410373434	0.966669189	0.982112974	0.491811852	0.619048455	0.768910833	0.631151864	0.934474085	0.970610087	0.162332128	0.669474327	0.082737205
0.367547246	0.296950714	0.71747438	0.101129916	0.037615506	0.319689178	0.781002431	0.140644878	0.861221538	0.266369859	0.216060479	0.441460834	0.557295883	0.571636279	0.074467369	0.040811892	0.46570649	0.219425746	0.251615555	0.929272963	0.152333827	0.739763133	0.221747927
0.727941317	0.816057529	0.149028312	0.771388925	0.843814209	0.996265857	0.729406993	0.913629449	0.391148431	0.557686668	0.023213522	0.424566852	0.514437305	0.279791563	0.564277199	0.145504679	0.139636704	0.932665545	0.149120418	0.746834858	0.365515714	0.661197621	0.84411205
0.749667621	0.346603596	0.562192474	0.78637665	0.229762094	0.818997886	0.7566406	0.065730724	0.476570609	0.909507546	0.182148238	0.796500734	0.469721515	0.805457841	0.562157126	0.018365195	0.341708289	0.857773748	0.571205356	0.819672177	0.837075188	0.170418939	0.046383222
0.370110146	0.760516741	0.439552105	0.081280621	0.837869173	0.510566518	0.753086228	0.385975751	0.873072852	0.792718441	0.467199907	0.751670795	0.878871526	0.04294502	0.605754332	0.661137226	0.316711503	0.210345588	0.498882814	0.153708144	0.313096755	0.283913238	0.085682948
0.715464756	0.304879219	0.011102504	0.333278237	0.016257762	0.041890392	0.431523482	0.691075489	0.644379768	0.192515466	0.294139184	0.831432816	0.706927535	0.82682053	0.443573	0.93389314	0.228795938	0.729877424	0.995924739	0.474366919	0.765149067	0.609608875	0.168095541
0.334577804	0.275548895	0.365566926	0.430173748	0.17411178	0.008700725	0.878426615	0.739146987	0.632990641	0.278906557	0.516586273	0.805321254	0.75044805	0.568316601	0.603069389	0.386320502	0.74080574	0.551889534	0.56507894	0.180852506	0.51263811	0.758050965	0.694064545
0.488472963	0.673807567	0.814299057	0.021877054	0.232696565	0.851112276	0.689308679	0.231425663	0.357759258	0.743218562	0.707877558	0.034800374	0.84951569	0.556690367	0.589794497	0.921942709	0.176722628	0.406326515	0.883551476	0.646609232	0.152067389	0.80828323	0.092809566
0.925076739	0.728860578	0.663434608	0.183953227	0.554216464	0.182046172	0.87062293	0.683285746	0.718867553	0.07046481	0.752074604	0.886043744	0.850571074	0.835740915	0.549332103	0.925942044	0.844176333	0.230267858	0.140754617	0.842648291	0.070050323	0.279899498	0.816195174
0.237878503	0.554306015	0.697563756	0.429754385	0.900420317	0.643193844	0.640925571	0.59222841	0.116720068	0.295530476	0.078660407												
